StatTime	Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
"2019_09_26 14:28:17"	nuhoangkim4	0000x0000000	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.188.82.220	2019-09-26 13:26:20	2019-09-26 13:29:39
"2019_09_26 14:28:17"	nuhoangkim4	000100011	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.188.82.220	2019-09-26 13:28:10	2019-09-26 13:28:30
"2019_09_26 14:28:17"	dinhnghia37	1102AloXo	Thi’u L©m thi“n t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.2.208.147	2019-09-26 13:23:25	2019-09-26 13:24:37
"2019_09_26 14:28:17"	123456	11111111111	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	1.52.58.91	2019-09-26 13:47:39	2019-09-26 13:47:55
"2019_09_26 14:28:17"	laogiamin6	11111111123q	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	123.17.28.15	2019-09-26 13:28:17	2019-09-26 13:29:47
"2019_09_26 14:28:17"	clone13	1211312313123	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 14:04:06	2019-09-26 14:04:26
"2019_09_26 14:28:17"	nsnl13028	12152125	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:53:29	2019-09-26 13:54:25
"2019_09_26 14:28:17"	clone10	123123	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:57:06	2019-09-26 13:57:28
"2019_09_26 14:28:17"	mjkjmjkj3	12312312	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.246.216.6	2019-09-26 13:55:02	2019-09-26 14:01:47
"2019_09_26 14:28:17"	mjkjmjkj4	123123123	D≠¨ng M´n th≠¨ng K˛  	0	90	0	100	0	0	0	0	0	0	0	171.246.216.6	2019-09-26 14:06:49	2019-09-26 14:07:08
