StatTime	Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
"2019_09_22 19:27:56"	lamhoang12542	051154aa	Thi’u L©m v‚ t®ng  	7	99	0	85126516	0	0	0	0	0	0	3265000018	118.71.170.129	2019-09-22 17:59:54	2019-09-22 18:49:51
"2019_09_22 19:27:56"	qweqaz141	0PkChinhPhai	Thi’u L©m v‚ t®ng  	7	99	0	998500	0	0	0	0	0	0	2	116.110.73.189	2019-09-22 18:17:45	2019-09-22 18:25:47
"2019_09_22 19:27:56"	queonhoc1	321321sada	Nga My tÙc gia  	7	99	0	40998500	0	0	0	0	0	0	0	42.118.236.84	2019-09-22 19:21:47	2019-09-22 19:22:20
"2019_09_22 19:27:56"	juffx159	5DÈcßaT◊nh	Hi÷p ßÈc  	7	99	0	41000100	0	0	0	0	0	0	0	171.229.126.42	2019-09-22 18:34:41	2019-09-22 18:35:27
"2019_09_22 19:27:56"	xuantuan33	ADxTu nCiuTo	D≠¨ng M´n Cung K˛  	0	99	0	1000000	0	0	0	0	0	0	0	113.173.227.67	2019-09-22 19:13:31	2019-09-22 19:13:33
"2019_09_22 19:27:56"	cbbeo1	Aloalo123	Thi’u L©m v‚ t®ng  	7	99	0	31958500	0	0	0	0	0	0	20000024	123.24.139.44	2019-09-22 18:54:02	2019-09-22 18:58:34
"2019_09_22 19:27:56"	43017lam	AnhHÔngXπßi™u	Thi’u L©m v‚ t®ng  	7	99	0	5345500	0	0	0	0	0	0	20000000	113.172.158.199	2019-09-22 18:30:02	2019-09-22 19:18:14
"2019_09_22 19:27:56"	emtaboi1	AnhKhoa	Thi’u L©m v‚ t®ng  	7	99	0	38911500	0	0	0	0	0	0	0	27.77.198.230	2019-09-22 18:27:49	2019-09-22 18:33:56
"2019_09_22 19:27:56"	tlqsutdaklak	‚sddsads	C∏i Bang § Y  	7	99	0	1000000	0	0	0	0	0	0	0	113.163.249.216	2019-09-22 18:07:42	2019-09-22 18:08:15
"2019_09_22 19:27:56"	pkcuimia1	ATanDaiHiep	Thi’u L©m v‚ t®ng  	0	99	0	41000000	0	0	0	0	0	0	0	113.169.64.31	2019-09-22 18:25:51	2019-09-22 18:26:11
"2019_09_22 19:27:56"	phuoc1233vn	bËgiµFKÆ”F9	Thi’u L©m v‚ t®ng  	7	99	0	33000000	0	0	0	0	0	0	0	113.161.218.57	2019-09-22 19:08:37	2019-09-22 19:08:55
"2019_09_22 19:27:56"	phuoc1255vn2019	BËG◊aFKß“3F9	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.161.218.57	2019-09-22 19:02:52	2019-09-22 19:03:09
"2019_09_22 19:27:56"	phuoc1255vn2019	BËG◊aFKÆ“3F9	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.161.218.57	2019-09-22 19:04:14	2019-09-22 19:04:55
"2019_09_22 19:27:56"	phuoc1255vn2019	BËG◊aPKß“3F9	Thi’u L©m v‚ t®ng  	7	99	0	32997500	0	0	0	0	0	0	0	113.161.218.57	2019-09-22 18:46:13	2019-09-22 19:01:40
"2019_09_22 19:27:56"	phuoc1233vn	BËG◊aßÂS∏t	Thi’u L©m v‚ t®ng  	7	99	0	17000000	0	0	0	0	0	0	0	113.161.218.57	2019-09-22 19:17:13	2019-09-22 19:20:22
"2019_09_22 19:27:56"	beoga195	BeoBungBu	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.170.93.27	2019-09-22 18:40:24	2019-09-22 18:45:07
"2019_09_22 19:27:56"	longksl199	BeTapBanCung	D≠¨ng M´n Cung K˛  	7	99	0	41000000	0	0	0	0	0	0	20000029	222.254.34.92	2019-09-22 18:40:35	2019-09-22 18:50:17
"2019_09_22 19:27:56"	longksl198	BeTapBuff	Nga My xu t gia  	7	99	0	750000	0	0	0	0	0	0	13	222.254.34.92	2019-09-22 18:57:14	2019-09-22 18:58:22
"2019_09_22 19:27:56"	cuoctinh100	BimBim	Thi’u L©m v‚ t®ng  	7	99	0	44199500	0	0	0	0	0	0	155000000	116.103.201.159	2019-09-22 18:50:13	2019-09-22 18:57:42
"2019_09_22 19:27:56"	anhcloudnine1	BlackLA	Thi’u L©m v‚ t®ng  	7	99	0	41000000	0	0	0	0	0	0	0	14.251.160.182	2019-09-22 19:26:02	2019-09-22 19:27:11
"2019_09_22 19:27:56"	cnghia11	BÙngB˘BÛB„ng	Thi’u L©m v‚ t®ng  	0	99	0	32940000	0	0	0	0	0	0	21321056	14.237.201.182	2019-09-22 18:51:16	2019-09-22 18:52:46
"2019_09_22 19:27:56"	supertmt1988	BoTreCon	ß≠Íng M´n phÊ th´ng  	7	99	0	19142500	0	0	0	0	0	0	6	58.187.125.38	2019-09-22 18:05:34	2019-09-22 19:06:51
"2019_09_22 19:27:56"	welinegen1996	BouchraVanPersie	Nga My xu t gia  	0	99	0	41000000	0	0	0	0	0	0	20000000	113.179.214.129	2019-09-22 18:36:05	2019-09-22 18:45:08
"2019_09_22 19:27:56"	thienhavbt1	BuffLﬂiB›m	Nga My xu t gia  	7	99	0	980000	0	0	0	0	0	0	0	117.5.71.206	2019-09-22 19:17:29	2019-09-22 19:22:05
"2019_09_22 19:27:56"	kalima1	BupFhe88	Nga My xu t gia  	0	99	0	1000000	0	0	0	0	0	0	0	42.118.10.186	2019-09-22 18:49:11	2019-09-22 18:51:45
"2019_09_22 19:27:56"	phuoc1244vn2019	BÂgiµY™uPK	Thi’u L©m v‚ t®ng  	0	99	0	1000000	0	0	0	0	0	0	0	113.161.218.57	2019-09-22 19:21:17	2019-09-22 19:21:19
"2019_09_22 19:27:56"	phuoc1233vn	BÂG◊aßÂS∏t	Thi’u L©m v‚ t®ng  	7	99	0	17000000	0	0	0	0	0	0	0	113.161.218.57	2019-09-22 19:14:43	2019-09-22 19:15:10
"2019_09_22 19:27:56"	onthanhmy001	CamLanSuc	Nga My xu t gia  	0	99	0	1000000	0	0	0	0	0	0	0	14.240.96.78	2019-09-22 19:19:51	2019-09-22 19:19:52
"2019_09_22 19:27:56"	admin123	caubevang99x	Thi’u L©m v‚ t®ng  	7	99	0	40998500	0	0	0	0	0	0	0	14.247.246.89	2019-09-22 19:20:59	2019-09-22 19:21:57
"2019_09_22 19:27:56"	hoilamgi1	caveBUFF	Nga My xu t gia  	0	99	0	28000762	0	0	0	0	0	0	0	117.7.234.238	2019-09-22 18:57:11	2019-09-22 19:10:25
"2019_09_22 19:27:56"	kkunghia2	cavechua	Nga My xu t gia  	7	99	0	160010	0	0	0	0	0	0	20000000	14.227.134.44	2019-09-22 18:41:30	2019-09-22 19:05:36
"2019_09_22 19:27:56"	ngotruonghai12	CCCCCC	Thi’u L©m v‚ t®ng  	0	99	0	1000000	0	0	0	0	0	0	0	115.74.235.134	2019-09-22 18:00:24	2019-09-22 18:01:36
"2019_09_22 19:27:56"	trunghihi2003	CÀn9ßÈ	Thi’u L©m v‚ t®ng  	0	99	0	1000000	0	0	0	0	0	0	0	115.78.226.175	2019-09-22 19:15:54	2019-09-22 19:15:55
"2019_09_22 19:27:56"	antonioz	CÀuB–BuÂn	Thi’u L©m v‚ t®ng  	7	99	0	40996000	0	0	0	0	0	0	0	42.113.252.167	2019-09-22 18:44:59	2019-09-22 18:51:52
"2019_09_22 19:27:56"	cailolgithe	CÀuB–B∏nDam	Thi’u L©m v‚ t®ng  	7	99	0	40998500	0	0	0	0	0	0	21	118.69.73.180	2019-09-22 18:36:10	2019-09-22 19:11:32
"2019_09_22 19:27:56"	neumaythich2222	ChanShin	Nga My xu t gia  	7	99	0	45520116	0	0	0	0	0	0	10	1.54.75.253	2019-09-22 18:17:22	2019-09-22 19:17:54
"2019_09_22 19:27:56"	asdasd123	Chichchit	Nga My xu t gia  	7	99	0	21500000	0	0	0	0	0	0	0	116.106.211.46	2019-09-22 18:35:11	2019-09-22 19:10:05
"2019_09_22 19:27:56"	honivn1996	ChienThanHoang	V‚ ßang tÙc gia  	7	99	0	34955500	0	0	0	0	0	0	0	1.52.192.142	2019-09-22 18:04:00	2019-09-22 19:03:07
"2019_09_22 19:27:56"	ngotruonghai11	Ch¯ngD∏iß·T≠¨i	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	200000	115.74.235.134	2019-09-22 17:58:24	2019-09-22 18:41:36
"2019_09_22 19:27:56"	trungninh1508	ConGaCon	Thi’u L©m v‚ t®ng  	7	99	0	41000000	0	0	0	0	0	0	0	14.235.246.85	2019-09-22 18:12:53	2019-09-22 18:13:20
"2019_09_22 19:27:56"	trungninh15082	ConMeoCon	Nga My xu t gia  	7	99	0	5500000	0	0	0	0	0	0	0	14.235.246.85	2019-09-22 18:58:13	2019-09-22 19:16:47
"2019_09_22 19:27:56"	trungninh15082	ConVitCon	Nga My xu t gia  	7	99	0	1000000	0	0	0	0	0	0	0	14.235.246.85	2019-09-22 18:55:19	2019-09-22 18:56:54
"2019_09_22 19:27:56"	43017lam2	CoSuCuaLam	Tµ ßÈc  	7	99	0	1000000	0	0	0	0	0	0	20000000	113.172.158.199	2019-09-22 18:55:40	2019-09-22 19:02:47
"2019_09_22 19:27:56"	quyen95	CristianoRonaldo	Thi’u L©m v‚ t®ng  	7	99	0	29998500	0	0	0	0	0	0	51	125.212.182.144	2019-09-22 17:59:13	2019-09-22 19:20:18
"2019_09_22 19:27:56"	quyen9995	CristinaFerreir	Tµ ßÈc  	7	99	0	16998500	0	0	0	0	0	0	0	125.212.182.144	2019-09-22 18:02:44	2019-09-22 19:25:19
"2019_09_22 19:27:56"	haducanh111tq	CˆuV©nLong	Thi’u L©m v‚ t®ng  	7	99	0	29420002	0	0	0	0	0	0	0	14.248.65.91	2019-09-22 19:03:53	2019-09-22 19:10:50
"2019_09_22 19:27:56"	antoniox	C´B–BuÂn	Nga My xu t gia  	7	99	0	28678500	0	0	0	0	0	0	0	42.113.252.167	2019-09-22 18:52:17	2019-09-22 18:57:03
"2019_09_22 19:27:56"	cailolcho	C´B–B∏nTrinh	Nga My xu t gia  	0	99	0	1000000	0	0	0	0	0	0	0	118.69.73.180	2019-09-22 18:41:49	2019-09-22 18:42:09
"2019_09_22 19:27:56"	kkunghia1	CætCußiTu	Thi’u L©m v‚ t®ng  	7	99	0	6120014	0	0	0	0	0	0	20000000	14.227.134.44	2019-09-22 17:59:34	2019-09-22 19:01:06
"2019_09_22 19:27:56"	amxvippr01	DaiMinhTinh	Thi’u L©m v‚ t®ng  	7	99	0	998500	0	0	0	0	0	0	0	123.22.216.184	2019-09-22 19:08:18	2019-09-22 19:11:13
"2019_09_22 19:27:56"	gavangdeptrai	DamVinhBiet	D≠¨ng M´n th≠¨ng K˛  	7	99	0	27982080	0	0	0	0	0	0	0	119.199.116.230	2019-09-22 18:11:29	2019-09-22 18:32:50
"2019_09_22 19:27:56"	kiendoi97	DaNiElJames	Thi’u L©m v‚ t®ng  	7	99	0	950000	0	0	0	0	0	0	0	123.24.233.112	2019-09-22 18:03:52	2019-09-22 19:03:03
"2019_09_22 19:27:56"	laotonxz	D–pT´ngLµo	Thi’u L©m v‚ t®ng  	7	99	0	21498500	0	0	0	0	0	0	0	14.254.9.30	2019-09-22 18:38:10	2019-09-22 19:14:27
"2019_09_22 19:27:56"	kutit17t	DeathLotuss	D≠¨ng M´n Cung K˛  	7	99	0	23812916	0	0	0	0	0	0	880567	14.162.248.151	2019-09-22 18:19:45	2019-09-22 18:40:18
"2019_09_22 19:27:56"	dimeemcr	DjCayz	D≠¨ng M´n Cung K˛  	0	99	0	40850000	0	0	0	0	0	0	20000000	27.70.162.94	2019-09-22 18:07:11	2019-09-22 18:09:58
"2019_09_22 19:27:56"	lqthanhbl	DocCoCauBai	Hi÷p ßÈc  	7	99	0	40920000	0	0	0	0	0	0	27	116.102.96.63	2019-09-22 18:02:23	2019-09-22 18:49:04
"2019_09_22 19:27:56"	haiquyhop	duhocsinh	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	0	36.38.49.142	2019-09-22 18:32:55	2019-09-22 18:33:33
"2019_09_22 19:27:56"	kiendoi9797	ElShaRaWhy	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	0	123.24.233.112	2019-09-22 18:04:38	2019-09-22 19:03:04
"2019_09_22 19:27:56"	quyen995	GeorginaRodrigue	Nga My xu t gia  	7	99	0	16480000	0	0	0	0	0	0	0	125.212.182.144	2019-09-22 18:02:30	2019-09-22 18:24:36
"2019_09_22 19:27:56"	luanvan05	GODzZlUaNICV	Thi’u L©m v‚ t®ng  	0	99	0	41000000	0	0	0	0	0	0	0	113.180.116.100	2019-09-22 19:02:16	2019-09-22 19:03:29
"2019_09_22 19:27:56"	juffx159	HDÆat◊nh	Hi÷p ßÈc  	7	99	0	31800100	0	0	0	0	0	0	864311	171.229.126.42	2019-09-22 18:31:55	2019-09-22 18:45:56
"2019_09_22 19:27:56"	bapcaile	helloae	Thi’u L©m v‚ t®ng  	7	99	0	28286500	0	0	0	0	0	0	828149	118.68.55.250	2019-09-22 16:40:52	2019-09-22 19:23:22
"2019_09_22 19:27:56"	thai609	HieuPhuong	Nga My tÙc gia  	7	99	0	36998500	0	0	0	0	0	0	0	116.98.236.141	2019-09-22 18:01:48	2019-09-22 18:35:13
"2019_09_22 19:27:56"	maidung	HoaiNiem1Thoi	Thi’u L©m v‚ t®ng  	7	99	0	45157500	0	0	0	0	0	0	0	115.78.113.90	2019-09-22 18:03:39	2019-09-22 18:37:57
"2019_09_22 19:27:56"	vankhiem	Ho∂C´ngß«u	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	0	115.78.114.219	2019-09-22 19:14:31	2019-09-22 19:14:51
"2019_09_22 19:27:56"	soidaika96x	HPzDarkLord	Thi’u L©m v‚ t®ng  	7	99	0	4980000	0	0	0	0	0	0	0	14.163.197.219	2019-09-22 18:27:06	2019-09-22 19:06:11
"2019_09_22 19:27:56"	soidaika96xx	HPzNMKzz	Nga My xu t gia  	7	99	0	5500000	0	0	0	0	0	0	0	14.163.197.219	2019-09-22 19:06:53	2019-09-22 19:15:55
"2019_09_22 19:27:56"	quyen99995	HugoAveiro	Thi’u L©m v‚ t®ng  	7	99	0	30477000	0	0	0	0	0	0	28	125.212.182.144	2019-09-22 18:03:10	2019-09-22 19:08:18
"2019_09_22 19:27:56"	hotfood11	HµnTi”uMai	Nga My xu t gia  	7	99	0	8578649	0	0	0	0	0	0	173000000	113.184.163.83	2019-09-22 18:10:52	2019-09-22 19:04:07
"2019_09_22 19:27:56"	tungthuc1980	i67iAGiTomKk	Thi’u L©m v‚ t®ng  	7	99	0	41000000	0	0	0	0	0	0	0	115.78.202.18	2019-09-22 18:09:20	2019-09-22 18:23:40
"2019_09_22 19:27:56"	phucthinh1	i71xThﬁnhß´La	Thi’u L©m v‚ t®ng  	7	99	0	40950000	0	0	0	0	0	0	0	115.78.128.213	2019-09-22 18:29:14	2019-09-22 19:02:00
"2019_09_22 19:27:56"	gahamxa17051995	i84ThuÀnGﬂm	Thi’u L©m v‚ t®ng  	7	99	0	1000000	0	0	0	0	0	0	15	113.163.69.64	2019-09-22 18:23:49	2019-09-22 19:06:59
"2019_09_22 19:27:56"	dancobra	IBMKingDomMe	Thi’u L©m v‚ t®ng  	7	99	0	14320000	0	0	0	0	0	0	0	115.78.120.93	2019-09-22 18:43:36	2019-09-22 18:46:06
"2019_09_22 19:27:56"	0963994773	iBµnCh©nB»n	Thi’u L©m v‚ t®ng  	7	99	0	41000000	0	0	0	0	0	0	0	171.237.120.194	2019-09-22 19:10:19	2019-09-22 19:11:08
"2019_09_22 19:27:56"	kingofwar	iDLxTraSua	Thi’u L©m v‚ t®ng  	7	99	0	17080000	0	0	0	0	0	0	17	1.54.8.0	2019-09-22 18:22:31	2019-09-22 18:59:21
"2019_09_22 19:27:56"	kingofwar1	iDlxTuongVi	Nga My xu t gia  	7	99	0	40520000	0	0	0	0	0	0	25	1.54.8.0	2019-09-22 19:09:09	2019-09-22 19:13:27
"2019_09_22 19:27:56"	vuhongminh1991	iHNxTh·NgËc	Tµ ßÈc  	7	99	0	16995500	0	0	0	0	0	0	0	116.108.15.11	2019-09-22 18:59:06	2019-09-22 19:17:02
"2019_09_22 19:27:56"	boboy06	iHTxBXTeo	Nga My xu t gia  	7	99	0	17000000	0	0	0	0	0	0	0	115.78.125.143	2019-09-22 19:05:24	2019-09-22 19:05:45
"2019_09_22 19:27:56"	boboy05	iHTxTeo	Thi’u L©m v‚ t®ng  	7	99	0	50000000	0	0	0	0	0	0	0	115.78.125.143	2019-09-22 18:02:01	2019-09-22 19:04:22
"2019_09_22 19:27:56"	thudukg1	iiHanzo	ß≠Íng M´n phÊ th´ng  	7	99	0	3896001	0	0	0	0	0	0	0	113.182.192.246	2019-09-22 18:34:59	2019-09-22 18:59:24
"2019_09_22 19:27:56"	minh123q1	iiHoaiThien	Thi’u L©m v‚ t®ng  	7	99	0	50000000	0	0	0	0	0	0	0	113.165.94.26	2019-09-22 18:00:12	2019-09-22 18:35:54
"2019_09_22 19:27:56"	bphuong102	IiL∑oHπcIiz	Thi’u L©m v‚ t®ng  	7	99	0	16998500	0	0	0	0	0	0	23	171.235.165.39	2019-09-22 18:28:51	2019-09-22 19:07:25
"2019_09_22 19:27:56"	khanhnam000	iIxBÛlzDÂnxDame	Thi’u L©m v‚ t®ng  	7	99	0	38187500	0	0	0	0	0	0	11	115.79.36.187	2019-09-22 18:28:48	2019-09-22 19:15:04
"2019_09_22 19:27:56"	bphuong101	Ii§ngGi∏oIi	Thi’u L©m v‚ t®ng  	7	99	0	998500	0	0	0	0	0	0	13	171.235.165.39	2019-09-22 19:00:58	2019-09-22 19:05:03
"2019_09_22 19:27:56"	tranvietzx	iLucKaKa	Thi’u L©m v‚ t®ng  	7	99	0	280000	0	0	0	0	0	0	20000017	116.118.67.163	2019-09-22 19:01:11	2019-09-22 19:07:34
"2019_09_22 19:27:56"	minhminh1	ioewjoij21	Thi’u L©m v‚ t®ng  	0	99	0	1000000	0	0	0	0	0	0	0	14.177.236.81	2019-09-22 19:27:19	2019-09-22 19:27:21
"2019_09_22 19:27:56"	cuoctinh1000vn	iOizMrDartMaNo1	Thi’u L©m v‚ t®ng  	7	99	0	32797000	0	0	0	0	0	0	0	1.52.63.246	2019-09-22 18:16:39	2019-09-22 18:53:55
"2019_09_22 19:27:56"	nguyen2019	ioNguyenConHeo	Thi’u L©m v‚ t®ng  	7	99	0	50000000	0	0	0	0	0	0	20000000	113.162.173.67	2019-09-22 19:10:19	2019-09-22 19:11:45
"2019_09_22 19:27:56"	test20082007	iOsGaiNganh	Nga My xu t gia  	0	99	0	1000000	0	0	0	0	0	0	0	171.242.97.225	2019-09-22 18:38:02	2019-09-22 18:38:31
"2019_09_22 19:27:56"	diennnbtzz	iphone	D≠¨ng M´n Cung K˛  	7	99	0	38018508	0	0	0	0	0	0	48	14.172.173.196	2019-09-22 18:02:50	2019-09-22 19:17:50
"2019_09_22 19:27:56"	mariopham2	iSenofChuËi	D≠¨ng M´n Cung K˛  	0	99	0	1000000	0	0	0	0	0	0	0	27.73.84.39	2019-09-22 19:21:30	2019-09-22 19:26:58
"2019_09_22 19:27:56"	proilo135	iSiNiChiZz	Thi’u L©m v‚ t®ng  	7	99	0	30997000	0	0	0	0	0	0	155000000	14.230.178.53	2019-09-22 18:53:07	2019-09-22 19:03:04
