StatTime	Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
"2019_07_08 20:31:50"	anhdayhpv02	0000000000000	HiÖp §éc  	0	90	0	9998500	0	0	0	0	0	0	0	117.6.119.211	2019-07-06 00:31:41	2019-07-06 04:17:05
"2019_07_08 20:31:50"	votrung103	0000000000000000	ThiÕu L©m thiÒn t¨ng  	7	90	0	1000000	0	0	0	0	0	0	0	171.251.14.153	2019-07-05 18:34:48	2019-07-05 18:35:20
"2019_07_08 20:31:50"	lehongthanh1	000Ram000	Nga My xuÊt gia  	7	99	478	10000000	0	0	0	0	0	0	0	14.237.145.105	2019-07-06 20:25:00	2019-07-06 22:37:02
"2019_07_08 20:31:50"	lehongthanh	000Rem000	C¸i Bang TÜnh y  	7	99	288638	33293900	0	0	0	0	0	0	23000021	14.237.145.105	2019-07-06 17:46:53	2019-07-06 22:40:04
"2019_07_08 20:31:50"	anhhung1990wtb	00ooo00	D­¬ng M«n Cung Kþ  	7	90	0	1000000	0	0	0	0	0	0	0	58.187.32.25	2019-07-05 17:23:50	2019-07-06 00:40:02
"2019_07_08 20:31:50"	cuoctinh103	012zzz	V« m«n ph¸i  	0	73	17690	17500000	0	0	0	0	0	0	20000000	116.105.65.167	2019-07-06 02:11:46	2019-07-08 17:23:28
"2019_07_08 20:31:50"	ccccccc1111	0202222022	§­êng M«n phæ th«ng  	7	90	66	997000	0	0	0	0	0	0	0	115.74.215.129	2019-07-05 19:18:17	2019-07-05 19:39:15
"2019_07_08 20:31:50"	sonthai001	021555ss	Vâ §ang tôc gia  	0	90	0	1000000	0	0	0	0	0	0	0	14.230.40.110	2019-07-06 14:31:09	2019-07-06 14:31:38
"2019_07_08 20:31:50"	xuongkute47vn	032541587	V« m«n ph¸i  	0	73	7190	760000	0	0	0	0	0	0	20000000	14.183.14.186	2019-07-06 18:19:58	2019-07-07 13:25:31
"2019_07_08 20:31:50"	lamhoang123	05111Bii	Nga My xuÊt gia  	7	99	294421	4171600	0	0	0	0	0	0	0	118.71.170.155	2019-07-06 18:30:27	2019-07-08 18:08:40
"2019_07_08 20:31:50"	lamhoang12542	051154	ThiÕu L©m vâ t¨ng  	7	99	434449	9985507	0	0	0	0	0	0	20000031	118.71.170.155	2019-07-05 20:17:56	2019-07-08 20:29:18
"2019_07_08 20:31:50"	0345420013	08041482	ThiÕu L©m thiÒn t¨ng  	7	90	19751	690000	0	0	0	0	0	0	55	42.114.20.194	2019-07-06 01:47:12	2019-07-06 02:01:53
"2019_07_08 20:31:50"	moltl7	09412asdasd	V« m«n ph¸i  	0	1	4200	360000	0	0	0	0	0	0	0	125.214.50.176	2019-07-05 21:27:34	2019-07-08 14:17:56
"2019_07_08 20:31:50"	z0zdavicz0z	0nTheFloorz	Tµ §éc  	7	99	119600	25731617	0	0	0	0	0	0	20	14.187.209.187	2019-07-06 11:32:41	2019-07-07 15:11:18
"2019_07_08 20:31:50"	lcpkha02	0o0AnTi0o0	Tµ §éc  	7	99	78495	32150008	0	0	0	0	0	0	4091000100	14.227.20.238	2019-07-05 21:09:20	2019-07-08 18:18:46
"2019_07_08 20:31:50"	lcpkha	0o0AnTiViRus0o0	ThiÕu L©m thiÒn t¨ng  	7	99	216161	7000000	0	0	0	0	0	0	141571587	14.227.20.238	2019-07-05 19:33:52	2019-07-08 20:06:35
"2019_07_08 20:31:50"	lcpkha01	0o0BeBa0o0	Nga My xuÊt gia  	7	99	103165	25754000	0	0	0	0	0	0	86000258	14.227.20.238	2019-07-05 19:48:46	2019-07-08 18:09:48
"2019_07_08 20:31:50"	zaolong1509	0o0Kill0o0	D­¬ng M«n th­¬ng Kþ  	7	99	315535	6398500	0	0	0	0	0	0	195600131	42.112.234.2	2019-07-05 19:14:40	2019-07-07 15:35:51
"2019_07_08 20:31:50"	lcpkha06	0o0Trian060o0	HiÖp §éc  	7	99	0	1000000	0	0	0	0	0	0	0	14.227.71.223	2019-07-06 10:35:14	2019-07-06 10:36:47
"2019_07_08 20:31:50"	xubi231	0o1stNoisyo0	Nga My xuÊt gia  	7	99	2117	9489875	0	0	0	0	0	0	600091	123.27.146.157	2019-07-06 08:25:54	2019-07-08 17:11:55
"2019_07_08 20:31:50"	thanhhung1	0oC¸iBangP¸Lµngo	C¸i Bang ¤ Y  	7	90	3400	7180000	0	0	0	0	0	0	20007108	1.171.1.152	2019-07-05 17:16:44	2019-07-06 23:51:35
"2019_07_08 20:31:50"	thanhhung3	0oC¸iBangP¸TNo0	C¸i Bang ¤ Y  	7	90	1150	1007000	0	0	0	0	0	0	31986	1.171.1.152	2019-07-05 17:17:27	2019-07-06 23:50:50
"2019_07_08 20:31:50"	lbs59vp2	0oHaLyo0	Nga My xuÊt gia  	7	99	163162	12020000	0	0	0	0	0	0	3510992344	117.4.160.165	2019-07-05 17:08:57	2019-07-08 15:55:16
"2019_07_08 20:31:50"	anndinhdmvl2	0oHoaThiªnCèto0	§­êng M«n phæ th«ng  	7	99	200	998500	0	0	0	0	0	0	18	42.112.228.253	2019-07-07 10:07:02	2019-07-07 10:39:13
"2019_07_08 20:31:50"	thanhhung2	0oMrThµnhH­ngo0	C¸i Bang ¤ Y  	7	99	699210	5478500	0	0	0	0	0	0	246373357	36.230.134.244	2019-07-05 17:01:25	2019-07-08 17:37:33
"2019_07_08 20:31:50"	o0osado0o	0os2LaoDai	ThiÕu L©m tôc gia  	7	90	66839	9995500	0	0	0	0	0	0	14956718	14.228.151.52	2019-07-05 17:22:47	2019-07-08 04:14:26
"2019_07_08 20:31:50"	hungtayninh3211	0oTháTËpBuffo0	Nga My xuÊt gia  	7	99	13368	21340800	0	0	0	0	0	0	30	14.234.13.120	2019-07-06 18:14:57	2019-07-08 18:39:24
"2019_07_08 20:31:50"	thanhhung3	0oThµnhH­ngHiHio	Thóy Yªn Vò Tiªn  	7	99	30512	938500	0	0	0	0	0	0	20000000	36.230.134.244	2019-07-08 00:01:11	2019-07-08 00:30:30
"2019_07_08 20:31:50"	hungtayninh3212	0oTLQGµV«§èio0	ThiÕu L©m vâ t¨ng  	7	99	193474	1548800	0	0	0	0	0	0	15	14.234.13.120	2019-07-06 17:49:15	2019-07-08 18:38:38
"2019_07_08 20:31:50"	howare1	0oTrumo0	ThiÕu L©m vâ t¨ng  	7	99	49857	1898500	0	0	0	0	0	0	0	115.78.115.169	2019-07-07 14:29:07	2019-07-07 15:27:32
"2019_07_08 20:31:50"	duyentran200794	0oVac0o	ThiÕu L©m vâ t¨ng  	7	99	336180	58993700	0	0	0	0	0	0	24	58.186.191.164	2019-07-07 13:22:06	2019-07-07 23:55:25
"2019_07_08 20:31:50"	thanhhung1	0oVkThµnhH­ngo0	Nga My xuÊt gia  	7	99	21914	7240000	0	0	0	0	0	0	22678088	36.230.134.244	2019-07-07 23:52:30	2019-07-08 00:37:27
